#TYPE Microsoft.ActiveDirectory.Management.ADUser
"Description","DistinguishedName","Enabled","GivenName","Manager","Name","ObjectClass","ObjectGUID","SamAccountName","SID","Surname","Title","UserPrincipalName"
,"CN=lwyrick,OU=_USERS,DC=JARVIS,DC=control","True","leanna","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lwyrick","user","477c2cfb-6521-4347-9f0f-b3741c2b58a9","lwyrick","S-1-5-21-2821128765-1132289501-3721947759-2038","wyrick",,
,"CN=esuniga,OU=_USERS,DC=JARVIS,DC=control","True","eloise","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","esuniga","user","52eede99-d75a-46aa-92ea-fd090a2eae6e","esuniga","S-1-5-21-2821128765-1132289501-3721947759-2039","suniga",,
,"CN=dmcglothlin,OU=_USERS,DC=JARVIS,DC=control","True","deidra","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dmcglothlin","user","aea6d617-c41e-48a0-b29a-d564f4ffc103","dmcglothlin","S-1-5-21-2821128765-1132289501-3721947759-2040","mcglothlin",,
,"CN=mdelillo,OU=_USERS,DC=JARVIS,DC=control","True","magdalen","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mdelillo","user","9fc259b9-bb8d-40ae-8879-8c884edf9ed0","mdelillo","S-1-5-21-2821128765-1132289501-3721947759-2041","delillo",,
,"CN=tcullen,OU=_USERS,DC=JARVIS,DC=control","True","timmy","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tcullen","user","87a05e66-f281-4625-a341-3fc131284386","tcullen","S-1-5-21-2821128765-1132289501-3721947759-2042","cullen",,
,"CN=tconsiglio,OU=_USERS,DC=JARVIS,DC=control","True","tinisha","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tconsiglio","user","795d5074-0897-457a-b534-ec0fd21b00bc","tconsiglio","S-1-5-21-2821128765-1132289501-3721947759-2043","consiglio",,
,"CN=esylvia,OU=_USERS,DC=JARVIS,DC=control","True","ellsworth","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","esylvia","user","24a9820f-a157-484b-bfa0-cb7cbcdcc167","esylvia","S-1-5-21-2821128765-1132289501-3721947759-2044","sylvia",,
,"CN=cvalles,OU=_USERS,DC=JARVIS,DC=control","True","christian","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cvalles","user","dc6a7849-a98b-45f3-bfb4-029f64b3ecbe","cvalles","S-1-5-21-2821128765-1132289501-3721947759-2045","valles",,
,"CN=cleech,OU=_USERS,DC=JARVIS,DC=control","True","cheryle","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cleech","user","d01e091a-5c40-4a02-b2e1-4beeccfa6e22","cleech","S-1-5-21-2821128765-1132289501-3721947759-2046","leech",,
,"CN=yvest,OU=_USERS,DC=JARVIS,DC=control","True","yetta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","yvest","user","c5cfee07-4f72-436b-8b26-97dd1a5ae992","yvest","S-1-5-21-2821128765-1132289501-3721947759-2047","vest",,
,"CN=ssitu,OU=_USERS,DC=JARVIS,DC=control","True","sage","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ssitu","user","a9a4fca6-e365-4c98-8bac-3a2e7589b385","ssitu","S-1-5-21-2821128765-1132289501-3721947759-2048","situ",,
,"CN=kmaher,OU=_USERS,DC=JARVIS,DC=control","True","kym","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kmaher","user","099fefbf-3084-42c7-b421-4234546ccb77","kmaher","S-1-5-21-2821128765-1132289501-3721947759-2049","maher",,
,"CN=sstaats,OU=_USERS,DC=JARVIS,DC=control","True","suzi","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","sstaats","user","203a916b-9ddd-405f-95e6-91071a959cc4","sstaats","S-1-5-21-2821128765-1132289501-3721947759-2050","staats",,
,"CN=lklee,OU=_USERS,DC=JARVIS,DC=control","True","lasandra","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lklee","user","22c4d369-0ea0-4cd7-b443-197fb9de0cd9","lklee","S-1-5-21-2821128765-1132289501-3721947759-2051","klee",,
,"CN=apurcell,OU=_USERS,DC=JARVIS,DC=control","True","annmarie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","apurcell","user","f3b9e3ec-c917-48b7-a3a4-d88cc43a8bf8","apurcell","S-1-5-21-2821128765-1132289501-3721947759-2052","purcell",,
,"CN=acosey,OU=_USERS,DC=JARVIS,DC=control","True","alva","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","acosey","user","889eab6f-babd-40e5-816f-4bd667d7df59","acosey","S-1-5-21-2821128765-1132289501-3721947759-2053","cosey",,
,"CN=mdickey,OU=_USERS,DC=JARVIS,DC=control","True","maxie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mdickey","user","82272b90-e59a-4a51-b8cc-02743d4f6dcf","mdickey","S-1-5-21-2821128765-1132289501-3721947759-2054","dickey",,
,"CN=ctavarez,OU=_USERS,DC=JARVIS,DC=control","True","carrol","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ctavarez","user","9e3628d0-93eb-4a94-8258-573df27952f6","ctavarez","S-1-5-21-2821128765-1132289501-3721947759-2055","tavarez",,
,"CN=smosbey,OU=_USERS,DC=JARVIS,DC=control","True","socorro","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","smosbey","user","20063606-bc8c-49c7-ac75-9827f2feee90","smosbey","S-1-5-21-2821128765-1132289501-3721947759-2056","mosbey",,
,"CN=pthrash,OU=_USERS,DC=JARVIS,DC=control","True","paulette","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","pthrash","user","c2800c64-d5fd-4670-84e7-0449b5c0989d","pthrash","S-1-5-21-2821128765-1132289501-3721947759-2057","thrash",,
,"CN=lisenberg,OU=_USERS,DC=JARVIS,DC=control","True","leilani","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lisenberg","user","0d712491-fc58-442e-b095-baf5b0019a5c","lisenberg","S-1-5-21-2821128765-1132289501-3721947759-2058","isenberg",,
,"CN=nrodriquez,OU=_USERS,DC=JARVIS,DC=control","True","nickie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","nrodriquez","user","deddd2f1-c50c-4496-8379-138d85ab155c","nrodriquez","S-1-5-21-2821128765-1132289501-3721947759-2059","rodriquez",,
,"CN=vwilkin,OU=_USERS,DC=JARVIS,DC=control","True","vada","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","vwilkin","user","933d7247-c9bb-4fd8-9bdb-ebe1b72c5055","vwilkin","S-1-5-21-2821128765-1132289501-3721947759-2060","wilkin",,
,"CN=arezendes,OU=_USERS,DC=JARVIS,DC=control","True","ali","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","arezendes","user","82e95466-e090-494a-a396-2ca46261a3ed","arezendes","S-1-5-21-2821128765-1132289501-3721947759-2061","rezendes",,
,"CN=ecornette,OU=_USERS,DC=JARVIS,DC=control","True","edgardo","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ecornette","user","0213d605-f3af-4d97-a256-84398548b84d","ecornette","S-1-5-21-2821128765-1132289501-3721947759-2062","cornette",,
,"CN=jwirth,OU=_USERS,DC=JARVIS,DC=control","True","jeffie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jwirth","user","8c896339-66cf-468a-904b-2347a4a2eca1","jwirth","S-1-5-21-2821128765-1132289501-3721947759-2063","wirth",,
,"CN=joboyle,OU=_USERS,DC=JARVIS,DC=control","True","jeannette","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","joboyle","user","e8ee2ed6-3241-4d32-93f3-b0b049118464","joboyle","S-1-5-21-2821128765-1132289501-3721947759-2064","oboyle",,
,"CN=rdankert,OU=_USERS,DC=JARVIS,DC=control","True","rima","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","rdankert","user","9d72cf65-cd46-42bd-bbc3-747f41cb2358","rdankert","S-1-5-21-2821128765-1132289501-3721947759-2065","dankert",,
,"CN=kdestefano,OU=_USERS,DC=JARVIS,DC=control","True","kiley","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kdestefano","user","a4f79410-1645-46de-bb34-a86712f6d736","kdestefano","S-1-5-21-2821128765-1132289501-3721947759-2066","destefano",,
,"CN=ystrandberg,OU=_USERS,DC=JARVIS,DC=control","True","yuk","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ystrandberg","user","49b3546d-07e2-4f09-a2da-3623822b412f","ystrandberg","S-1-5-21-2821128765-1132289501-3721947759-2067","strandberg",,
,"CN=lsande,OU=_USERS,DC=JARVIS,DC=control","True","linwood","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lsande","user","71aeac4c-6962-4956-81c3-fe0026941473","lsande","S-1-5-21-2821128765-1132289501-3721947759-2068","sande",,
,"CN=kmenefee,OU=_USERS,DC=JARVIS,DC=control","True","khalilah","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kmenefee","user","c0adbf8d-dec0-497c-b39e-7c71857ac45f","kmenefee","S-1-5-21-2821128765-1132289501-3721947759-2069","menefee",,
,"CN=lheight,OU=_USERS,DC=JARVIS,DC=control","True","leta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lheight","user","6671319f-2080-4674-88ce-05f99f313974","lheight","S-1-5-21-2821128765-1132289501-3721947759-2070","height",,
,"CN=hlatorre,OU=_USERS,DC=JARVIS,DC=control","True","hyon","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","hlatorre","user","fe3021c8-794e-43e0-9a34-6d837176c86d","hlatorre","S-1-5-21-2821128765-1132289501-3721947759-2072","latorre",,
,"CN=kpalomba,OU=_USERS,DC=JARVIS,DC=control","True","karyn","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kpalomba","user","0f3b3341-a55a-4b23-8d67-a59b0552e328","kpalomba","S-1-5-21-2821128765-1132289501-3721947759-2073","palomba",,
,"CN=ahinkle,OU=_USERS,DC=JARVIS,DC=control","True","ashleigh","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ahinkle","user","ab080884-74fc-42fd-af00-0b4899165cbf","ahinkle","S-1-5-21-2821128765-1132289501-3721947759-2074","hinkle",,
,"CN=ddalrymple,OU=_USERS,DC=JARVIS,DC=control","True","dannielle","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ddalrymple","user","1cadb315-1c51-44f6-95a6-ee928259f128","ddalrymple","S-1-5-21-2821128765-1132289501-3721947759-2075","dalrymple",,
,"CN=lfabrizio,OU=_USERS,DC=JARVIS,DC=control","True","latasha","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lfabrizio","user","e6a5e43d-9130-41b4-8cd1-4d07fd901e1a","lfabrizio","S-1-5-21-2821128765-1132289501-3721947759-2076","fabrizio",,
,"CN=dattwood,OU=_USERS,DC=JARVIS,DC=control","True","dorathy","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dattwood","user","cec9baa2-4d7b-4f6d-b281-ff0507e25807","dattwood","S-1-5-21-2821128765-1132289501-3721947759-2077","attwood",,
,"CN=cbroadnax,OU=_USERS,DC=JARVIS,DC=control","True","chae","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cbroadnax","user","c04e6b45-8627-44d0-a622-136e3f9857bd","cbroadnax","S-1-5-21-2821128765-1132289501-3721947759-2078","broadnax",,
,"CN=rsmithwick,OU=_USERS,DC=JARVIS,DC=control","True","reginald","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","rsmithwick","user","fc3794ca-d48a-48a4-a9ff-9c2ce3760b66","rsmithwick","S-1-5-21-2821128765-1132289501-3721947759-2079","smithwick",,
,"CN=fbrokaw,OU=_USERS,DC=JARVIS,DC=control","True","faye","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","fbrokaw","user","51fe7329-8f1a-462e-831d-44308a09bcd9","fbrokaw","S-1-5-21-2821128765-1132289501-3721947759-2080","brokaw",,
,"CN=eburgener,OU=_USERS,DC=JARVIS,DC=control","True","earlean","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","eburgener","user","ff8584d4-0ee5-4ae3-8d78-30972fae7c52","eburgener","S-1-5-21-2821128765-1132289501-3721947759-2081","burgener",,
,"CN=lsever,OU=_USERS,DC=JARVIS,DC=control","True","leonie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lsever","user","3367ca05-9707-438f-80d2-6d88f741b684","lsever","S-1-5-21-2821128765-1132289501-3721947759-2082","sever",,
,"CN=isoliman,OU=_USERS,DC=JARVIS,DC=control","True","ileana","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","isoliman","user","144993c6-1346-47a8-9b76-bef149454ef1","isoliman","S-1-5-21-2821128765-1132289501-3721947759-2083","soliman",,
,"CN=jfordham,OU=_USERS,DC=JARVIS,DC=control","True","joeann","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jfordham","user","8703c16a-b631-483e-843f-de3d3f8b0c6f","jfordham","S-1-5-21-2821128765-1132289501-3721947759-2084","fordham",,
,"CN=usargent,OU=_USERS,DC=JARVIS,DC=control","True","ula","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","usargent","user","10505979-9113-440f-a3a5-5d96d99e7eeb","usargent","S-1-5-21-2821128765-1132289501-3721947759-2085","sargent",,
,"CN=vgrube,OU=_USERS,DC=JARVIS,DC=control","True","valrie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","vgrube","user","4c2fc946-c8bd-42a4-9735-be21c7b62e33","vgrube","S-1-5-21-2821128765-1132289501-3721947759-2086","grube",,
,"CN=snicastro,OU=_USERS,DC=JARVIS,DC=control","True","seth","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","snicastro","user","5a9ffcff-95a9-419c-8d22-8b273fb6f5d7","snicastro","S-1-5-21-2821128765-1132289501-3721947759-2087","nicastro",,
,"CN=rrector,OU=_USERS,DC=JARVIS,DC=control","True","rachel","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","rrector","user","980a11d6-1658-412f-b7e1-06c6e936a1f0","rrector","S-1-5-21-2821128765-1132289501-3721947759-2088","rector",,
,"CN=dmowrey,OU=_USERS,DC=JARVIS,DC=control","True","dylan","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dmowrey","user","b6043a4b-19f4-4c08-9a26-3041e68f8c5a","dmowrey","S-1-5-21-2821128765-1132289501-3721947759-2089","mowrey",,
,"CN=tdelpriore,OU=_USERS,DC=JARVIS,DC=control","True","tawana","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tdelpriore","user","f4d6b80a-26e4-4f8f-bc3b-2d02ac552e14","tdelpriore","S-1-5-21-2821128765-1132289501-3721947759-2090","delpriore",,
,"CN=ehovey,OU=_USERS,DC=JARVIS,DC=control","True","erinn","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ehovey","user","13615a93-e38b-4753-ad71-5811182317f3","ehovey","S-1-5-21-2821128765-1132289501-3721947759-2091","hovey",,
,"CN=dfrausto,OU=_USERS,DC=JARVIS,DC=control","True","dannie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dfrausto","user","c6836ab5-a7e3-43a0-92b7-cb207cd653f5","dfrausto","S-1-5-21-2821128765-1132289501-3721947759-2092","frausto",,
,"CN=msingh,OU=_USERS,DC=JARVIS,DC=control","True","mayme","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","msingh","user","076c110e-6a88-445e-998b-1b01852f0c8a","msingh","S-1-5-21-2821128765-1132289501-3721947759-2093","singh",,
,"CN=gdarville,OU=_USERS,DC=JARVIS,DC=control","True","gregorio","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","gdarville","user","e5c6d714-6dcb-4c45-aab6-be244b17dd9e","gdarville","S-1-5-21-2821128765-1132289501-3721947759-2094","darville",,
,"CN=lmciver,OU=_USERS,DC=JARVIS,DC=control","True","lonna","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lmciver","user","939e86e3-9e55-42dc-abb2-7a41bb7defee","lmciver","S-1-5-21-2821128765-1132289501-3721947759-2095","mciver",,
,"CN=kbutcher,OU=_USERS,DC=JARVIS,DC=control","True","karma","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kbutcher","user","ab84bf0c-b251-4c11-8efc-afc36cd7d19f","kbutcher","S-1-5-21-2821128765-1132289501-3721947759-2096","butcher",,
,"CN=mchestnut,OU=_USERS,DC=JARVIS,DC=control","True","marshall","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mchestnut","user","18c89d9f-c93d-4804-824a-51e84ddf7ddb","mchestnut","S-1-5-21-2821128765-1132289501-3721947759-2097","chestnut",,
,"CN=nlefevre,OU=_USERS,DC=JARVIS,DC=control","True","nicole","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","nlefevre","user","26006f96-f08f-4210-9d8a-de39012e3416","nlefevre","S-1-5-21-2821128765-1132289501-3721947759-2098","lefevre",,
,"CN=cwestover,OU=_USERS,DC=JARVIS,DC=control","True","colton","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cwestover","user","73ebe24a-d845-4922-9a66-8b15939556a1","cwestover","S-1-5-21-2821128765-1132289501-3721947759-2099","westover",,
,"CN=vezzell,OU=_USERS,DC=JARVIS,DC=control","True","vicenta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","vezzell","user","ba7dfedb-b4a2-40f3-a4ef-d530738f6552","vezzell","S-1-5-21-2821128765-1132289501-3721947759-2100","ezzell",,
,"CN=dannunziata,OU=_USERS,DC=JARVIS,DC=control","True","dana","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dannunziata","user","6241794b-39d0-4223-8ac1-0fc7874b3130","dannunziata","S-1-5-21-2821128765-1132289501-3721947759-2101","annunziata",,
,"CN=smitschke,OU=_USERS,DC=JARVIS,DC=control","True","savannah","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","smitschke","user","036aad2d-f024-4db8-9794-5f53e1141150","smitschke","S-1-5-21-2821128765-1132289501-3721947759-2102","mitschke",,
,"CN=kmarden,OU=_USERS,DC=JARVIS,DC=control","True","kathleen","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kmarden","user","20955cab-8f28-4af6-b455-dfbfef48a372","kmarden","S-1-5-21-2821128765-1132289501-3721947759-2103","marden",,
,"CN=mraper,OU=_USERS,DC=JARVIS,DC=control","True","marylouise","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mraper","user","6320aec5-694d-43c2-a20c-524cf0e7e09d","mraper","S-1-5-21-2821128765-1132289501-3721947759-2104","raper",,
,"CN=dwillmore,OU=_USERS,DC=JARVIS,DC=control","True","della","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dwillmore","user","561814e8-e337-480f-907a-13f174f249e8","dwillmore","S-1-5-21-2821128765-1132289501-3721947759-2105","willmore",,
,"CN=tbasilio,OU=_USERS,DC=JARVIS,DC=control","True","toney","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tbasilio","user","112ddf1f-fbad-44cc-bd36-67c2d38ff1fb","tbasilio","S-1-5-21-2821128765-1132289501-3721947759-2106","basilio",,
,"CN=bgilmer,OU=_USERS,DC=JARVIS,DC=control","True","brett","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","bgilmer","user","9722a45e-14fa-4358-a80a-34d378bbbef4","bgilmer","S-1-5-21-2821128765-1132289501-3721947759-2107","gilmer",,
,"CN=cconboy,OU=_USERS,DC=JARVIS,DC=control","True","cristy","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cconboy","user","e9732c64-097c-4c82-b037-10d246cfc4bf","cconboy","S-1-5-21-2821128765-1132289501-3721947759-2108","conboy",,
,"CN=mhakes,OU=_USERS,DC=JARVIS,DC=control","True","maria","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mhakes","user","baedfc27-fc87-4c50-a18e-dfad1e842ee0","mhakes","S-1-5-21-2821128765-1132289501-3721947759-2109","hakes",,
,"CN=arettig,OU=_USERS,DC=JARVIS,DC=control","True","adolfo","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","arettig","user","dc57e4aa-c16a-46ae-bf4d-adce00480b1d","arettig","S-1-5-21-2821128765-1132289501-3721947759-2110","rettig",,
,"CN=Steve Rogers,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","True","Steve","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Steve Rogers","user","aacb8d05-f747-4eb1-ba4a-68385c810280","srogers","S-1-5-21-2821128765-1132289501-3721947759-2111","Rogers","Captain America","srogers@jarvis.control"
,"CN=Tony Stark,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","True","Tony","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Tony Stark","user","f9218276-c531-4c61-969c-b69149c9701d","tstark","S-1-5-21-2821128765-1132289501-3721947759-2112","Stark","Iron Man","tstark@jarvis.control"
,"CN=Natasha Romanoff,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","True","Natasha","CN=Nick Fury,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","Natasha Romanoff","user","5d58d521-8171-4e50-be1e-1c2e61ddc702","nromanoff","S-1-5-21-2821128765-1132289501-3721947759-2113","Romanoff","Black Widow","nromanoff@jarvis.control"
,"CN=Bruce Banner,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","True","Bruce","CN=Nick Fury,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","Bruce Banner","user","85b3acd3-4f00-48ac-a892-2688611c71d3","bbanner","S-1-5-21-2821128765-1132289501-3721947759-2114","Banner","Hulk","bbanner@jarvis.control"
,"CN=Thor Odinson,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","True","Thor","CN=Nick Fury,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","Thor Odinson","user","b7ebe10b-04c7-4484-879d-2105a8dbf591","thor","S-1-5-21-2821128765-1132289501-3721947759-2115","Odinson","God of Thunder","thor@jarvis.control"
,"CN=Tristan Paddyburgs,OU=_USERS,DC=JARVIS,DC=control","False","Tristan","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Tristan Paddyburgs","user","85bd5d24-62b5-49cb-9226-3b7e7b64c749","tpaddyburgs","S-1-5-21-2821128765-1132289501-3721947759-2119","Paddyburgs",,"tpaddyburgs@JARVIS.control"
,"CN=Nick Fury,OU=Users,OU=MARVEL,DC=JARVIS,DC=control","False","Nick","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Nick Fury","user","caf71031-02dc-4d6b-91e2-9e2228d95b8a","nfury","S-1-5-21-2821128765-1132289501-3721947759-2120","Fury",,"nfury@jarvis.control"
,"CN=Dominic Toretto,CN=Users,DC=JARVIS,DC=control","False",,"CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Dominic Toretto","user","8671d9d7-d2b3-4eb3-84af-b004375d2cef","Dominic Toretto","S-1-5-21-2821128765-1132289501-3721947759-2121",,,
"Car = 1970 Dodge Charger R/T","CN=Dominic Toretto,OU=thefastandfurious,OU=FastandFurious,DC=JARVIS,DC=control","True","Dominic","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Dominic Toretto","user","a328ba48-bbae-488e-a86c-2b2ac553ad50","dtoretto","S-1-5-21-2821128765-1132289501-3721947759-2122","Toretto","FAMILY","dtoretto@jarvis.control"
,"CN=Paul Walker,CN=Users,DC=JARVIS,DC=control","False",,"CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","Paul Walker","user","5735abd4-feaa-463b-bf7e-c274a089a65b","Paul Walker","S-1-5-21-2821128765-1132289501-3721947759-2123",,,
"Car = 1994 Toyota Supra Mk IV (orange)","CN=Paul Walker,OU=thefastandfurious,OU=FastandFurious,DC=JARVIS,DC=control","True","Paul","CN=Dominic Toretto,OU=thefastandfurious,OU=FastandFurious,DC=JARVIS,DC=control","Paul Walker","user","a814356c-e219-4899-bcd1-e3c9e68b35b0","pwalker","S-1-5-21-2821128765-1132289501-3721947759-2124","Walker","FAMILY","pwalker@jarvis.control"
"Car = 1997 Nissan 240SX (purple)","CN=Letty Ortiz,OU=thefastandfurious,OU=FastandFurious,DC=JARVIS,DC=control","True","Letty","CN=Dominic Toretto,OU=thefastandfurious,OU=FastandFurious,DC=JARVIS,DC=control","Letty Ortiz","user","09ca8fcd-8763-4465-900d-15d236a7aeb8","lortiz","S-1-5-21-2821128765-1132289501-3721947759-2125","Ortiz","FAMILY","lortiz@jarvis.control"
